,ID,title,ques,ans
34,169,وقت بدء قيام الليل,متى يكون قيام الليل؟,الحمد لله والصلاة والسلام على رسول الله واله وصحبه وسلم أما بعد: فقيام الليل يبدأ من بعد صلاة العشاء إلى طلوع الفجر وأفضله لمن يستطيع القيام :الثلث الأخير من الليل. والله أعلم.
35,171,تجوز زيادة الدعاء في الركوع والسجود بعد ذكر المأثور,السلام عليكم. فى الصلاة هل يمكن أن أقول في الركوع أو السجود دعائين ؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد فعن عائشة قالت: كان رسول الله صلى الله عليه وسلم يقول في ركوعه وسجوده: ""سبحانك اللهم ربنا وبحمدك، اللهم اغفر لي"" رواه البخاري، وعنها أيضاً قالت: كان رسول الله صلى الله عليه وسلم يكثر أن يقول في ركوعه وسجوده: ""سبحانك اللهم ربنا وبحمدك، اللهم اغفرلي"" يتأول القرآن. الحديث رواه مسلم،
ولا منافاة بين ما هنا من دعائه صلى الله عليه وسلم في ركوعه وبين ما رواه ابن عباس من قوله صلى الله عليه وسلم: ""فأما الركوع فعظموا فيه الرب، وأما السجود فاجتهدوا في الدعاء، فقمن أن يستجاب لكم،"" رواه مسلم، لأن تعظيم الرب في الركوع لا ينافي الدعاء، وغاية ما يدل عليه هو أن التعظيم يأخذ نصيب الأسد من وقت الراكع، كما أن الأمر بالاجتهاد في الدعاء في السجود لا ينافي أصل التعظيم، وإنما يدل على أن الدعاء ينغي أن يأخذ أكثر وقت الساجد، ولا حرج على المصلي أن يدعوا في ركوعه أو سجوده بأكثر من دعاء واحد خصوصاً في السجود لما تقدم ، ولما في مسلم من رواية أبي هريرة: ""أقرب ما يكون العبد من ربه وهو ساجد، فأكثروا الدعاء""
والله أعلم."
36,165,يزكى المال إذا تحققت فيه شروط الوجوب,"ما هو نصاب زكاة النقود؟
الدولار الأمريكي =150 بزتة إسبانية","الحمد لله والصلاة والسلام على رسول الله وبعد:      
يخرج من المال ربع العشر ـ زكاة ـ إذا بلغ نصاباً، والنصاب هو عشرون مثقالاً وهو ما يعادل 85 جراما من الذهب، فإذا كان لديك مال قيمته تعادل قيمة 85 جراما من الذهب، زائداً عن حاجاتك الأصلية، وقد حال عليه الحول، وجب عليك إخراج الزكاة عنه.
والله أعلم."
37,172,تطهر جلود الميتة جميعها بالدباغ,"سعدت بهذا الموقع كثيرًا، فبارك الله فيكم على كل ما بذلتموه من جهد، ومازلتم تبذلونه، وكتبه الله في ميزان حسناتكم.
ما رأي العلماء المتأخرين في جلود الميتة، والكلب، والخنزير، وخاصة الشيخ عبد العزيز بن باز، والشيخ محمد ناصر الدين الألباني، والشيخ محمد العثيمين، وقولهم في الحديث الذي أورده الحافظ ابن حجر العسقلاني في الفتح، وهو حديث عبد الله بن حكيم قال: ((أتانا كتاب رسول الله صلى الله عليه وسلم قبل موته، أن لا تنتفعوا من الميتة بإهاب، ولا عصب)). أخرجه الشافعي، وأحمد، والأربعة، وصححه ابن حبان، وحسنه الترمذي؟ والإمام ابن حجر يثبت هذا النص، ويحتج على من قال باضطرابه، مع العلم أننا استفسرنا عن جلد الخنزير، فقيل لنا: إنه يستخدم كبطانة لجميع الأحذية الجلدية، وبحثنا عن هذا الكلام، فوجدناه صحيحًا، ونحن في انتظار فتواكم -جزاكم الله خيرًا-.","الحمد لله، والصلاة والسلام على رسول الله، وعلى آله، وصحبه، أما بعد:
فقد اختلف أهل العلم في جلود الميتة هل تطهر بالدباغ أم لا؟
 فقيل: جميع جلود الميتة تطهر بالدباغ، إلا الكلب، والخنزير، والمتولد من أحدهما، ويطهّر الدباغ ظاهر الجلد، وباطنه، ويجوز استعماله في اليابسات، والمائعات، وإلى هذا ذهب الشافعي، واستدل على استثناء الخنزير بقوله تعالى: أَوْ لَحْمَ خِنْزِيرٍ فَإِنَّهُ رِجْسٌ {الأنعام:145}، وجعل الضمير عائدًا إلى المضاف إليه، وهو الخنزير، فيكون التقدير: فإنه -أي: الخنزير، بما فيه جلده- نجس. وقاس الكلب عليه بجامع النجاسة. قال النووي في شرح مسلم: وروي هذا المذهب عن علي بن أبي طالب -رضي الله عنه-، وابن مسعود -رضي الله عنه-.
وقيل: لا يطهر من جلود الميتة شيء بالدباغ، وإلى هذا ذهب أحمد، وغيره؛ لحديث عبد الله بن حكيم قال: أتانا كتاب رسول الله صلى الله عليه وسلم قبل موته: ""ألا تنتفعوا من الميتة بإهاب، ولا عصب"". رواه الأربعة، وأحمد. وفي رواية الشافعي، وأحمد، وأبي داود: قبل موته بشهر. وفي رواية: بشهر، أو شهرين. وقيل: إن أحمد ذهب إلى هذا القول، ثم تركه.
- وقيل: يطهر الدباغ من جلود الميتة كل جلد لمأكول اللحم، ولا يطهر غيره.
- وذهب أبو حنيفة إلى أن جلود الميتة تطهر جميعها بالدباغ، إلا الخنزير، واحتج بما احتج به الشافعي في القول الأول، ولم يقس عليه الكلب.
ـ ورخص المالكية في الانتفاع بجلد الميتة -غير الخنزير- في الماء الطهور، واليابسات، واللبس في غير الصلاة.
- وقيل: إنه يطهر بالدباغ جميع جلود الميتة، بما فيها الكلب، والخنزير، ويطهر ظاهرًا وباطنًا، وهو الأقوى من حيث عموم الأدلة، ولأن الكلب، والخنزير إنما حرم أكلهما، وجلودهما تدخل طهارتها في عموم الأحاديث، المستدل بها على طهارة جلود الميتة، فعن ابن عباس -رضي الله عنهما- قال: قال رسول الله صلى الله عليه وسلم: إذا دبغ الإهاب، فقد طهر. رواه مسلم. وعند الأربعة بلفظ: أيما إهاب دبغ. والحديث دليل على أن الدباغ مطهر لجلد ميتة كل حيوان، كما يفيده عموم كلمة: ""أيما""، وأنه يطهر ظاهره، وباطنه.
وأما حديث عبد الله بن حكيم، الذي استدل به أصحاب القول الثاني، فإنه قد أجيب عنه بأجوبة، منها: أن الحديث مضطرب، فإنه تارة يروى عن كتاب النبي صلى الله عليه وسلم، وتارة عن مشايخ من جهينة، عمن قرأ كتاب النبي صلى الله عليه وسلم، وتارة يتقيد فيه بشهر، أو شهرين، أو أربعين يومًا، أو ثلاثة أيام.
وهو مُعَلّ أيضًا بالإرسال، فإن عبد الله بن حكيم لم يسمعه من النبي صلى الله عليه وسلم.
وهو منقطع أيضًا؛ لأن ابن أبي ليلى لم يسمع من ابن حكيم؛ ولذلك ترك أحمد بن حنبل القول بهذا الحديث في آخر الأمر، وكان يذهب إليه أولًا.
وأيضا هذا الحديث لا يقوى على النسخ؛ لأن حديث الدباغ أصح.
ولو ثبت هنا الحديث، فالأولى أن يحمل على الانتفاع بالإهاب قبل الدبغ.
فالقول بطهارة جلود الميتة جميعها أولى؛ لعموم الأدلة.
على أن المرء لو ترك استعمال جلد الخنزير -من باب التورع-، لكان ذلك أولى له؛ لكثرة المخالفين، وإن كانت أدلة المجيزين أقوى.
والله أعلم."
38,177,تقسيم القرآن إلى أجزاء وأحزاب,الرجاء التكرم بالإفادة عن كيفية تحزيب القرأن الكريم أي تقسيمه الى ثلاثين جزءا وكل جزء تم تقسيمه الى حزبين وكل حزب تم تقسيمه الى أربعة أرباع. واريد ان اعرف فى اى عام هجري تم هذا التقسيم؟ وعلى اى أساس تم التقسيم ؟ هل على اساس عدد الحروف او عدد الآيات ام ماذا ؟ ومن الذى قام بعمل هذا التقسيم مع تحديد الاسم. ولكم جزيل الشكر. على صالح,الحمد لله والصلاة والسلام على رسول الله وبعد:       المشهور عن الصحابة رضي الله عنهم في تحزيبهم للقرآن،أنهم كانوا يحزبونه بالسور لا بالآيات ولا بالحروف، فكانوا يجعلونه سبعة أحزاب، ويختم أحدهم القرآن ـ غالبا ـ في سبع ليال. وأما التحزيب المذكور في سؤال السائل فالمعروف أنه بدأ في العراق زمن الحجاج بن يوسف وهو الذي أمر به ، وانتشر ذلك في الآفاق الإسلامية . وهذا التحزيب روعي فيه عدد الأحرف. والله أعلم.
39,179,علاج الشذوذ الجنسي,ما العلاج الإسلامي للشذوذ الجنسي؟,"الحمد لله والصلاة والسلام على رسول الله وبعد:

الشذوذ الجنسي : خلق سيئ وعادة قبيحة ورثها الناس من قوم لوط وقد عذب الله هؤلاء القوم بعذاب شديد ذكره الله في كتابه وهو أنه رفعهم جبريل إلى السماء الدنيا ثم رماهم إلى الأرض على رؤوسهم نسأل الله العافية، وكفى بمثل هذا العذاب رادعاً. وبالنسبة للعلاج فإن علاج مثل هذه الأمراض والبلايا يكون كالتالي:
1ـ تقوى الله والخوف من عذابه.
2ـ الخوف من سوء الخاتمة وأن يسأل الإنسان نفسه كيف سيقابل الله لو قبض الله روحه وهو يعمل هذه الرذيلة .
3ـ أن يحفظ بصره ويغضه عما حرم الله.
4ـ الزواج.
5ـ تذكر الأمراض المترتبة على مثل هذا الشذوذ. وغير ذلك .
       والله أعلم."
40,182,يصلّى إن حدث زلزال أو ريح أو عاصفة أو مطر شديد ونحوها,نعلم أن هناك صلاة للكسوف فهل هناك صلوات لظواهر طبيعية أخرى؟,"الحمدلله والصلاة والسلام على رسول الله ، أما بعد:
       فالصحيح من مذهب الحنابلة أنه يصلى للزلزلة الدائمة، كصلاة الكسوف. واختار جماعة من أهل العلم أن يصلى أيضا للريح العاصف، وكثرة المطر، وسائر الآيات التي يخوف الله بها عباده، يصلى لها ركعتان أو أكثر كسائر الصلوات."
41,178,مسافة القصر,ما هي أدنى المسافة التي يجوز قصر الصلاة فيها وجزاكم الله خيرا.,"الحمد لله والصلاة والسلام على رسول الله وبعد:      
فقد قرر أهل العلم أن من سافر سفرا مباحا أربعة برد، أبيح له قصر الصلاة، وهي ما تعادل ثلاثة و ثمانين كيلا. وذهب بعضهم إلى أن الأمر لا يتعلق بمسافة معينة، وإنما مداره على العرف، فما اعتبره الناس سفرا جاز فيه القصر وغيره من رخص السفر، لأنه لم يرد عن الشارع نص صريح في تعيين المسافة.
            والله أعلم."
42,164,لا يحق للزوج منع زوجته من القضاء الواجب عليها,هل يحـق للزوج أن يمنـع زوجتـه من قضـاء صـوم أيـام رمضـان ؟,"الحمد لله والصلاة والسلام على رسول الله وبعد:
فلا يحق للزوج أن يمنع زوجته من قضاء صوم أيام رمضان لأن هذا واجب عليها، وأما الذي له حق المنع فيه فهو صيام التطوع.
والله أعلم."
43,186,كيفية زكاة الأسهم,إذا كنت أملك أسهما بقيمة حوالي 3.5 مليون فكيف تكون زكاتها إذا دار عليها الحول؟ سواء ارتفعت أو نزلت قيمتها السوقية؟ وهل الزكاة على قيمة السهم أم على ربح السهم فقط؟ وجزاكم الله خيرا,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:
فإننا ننبه أولا إلى أنه يجب على المسلم أن يتحرى في معاملاته الشرع، فلا يجوز له أن يساهم في شركة تكون معاملاتها محظورة شرعاً، لأنه بمساهمته فيها يكون شريكاً بمقدار ما يملكه من أسهم، ويحرم على المسلم المشاركة في أي عمل فيه محظور شرعي ولو كان في بلاد غير إسلامية، لأن ما يحرم على المسلمين في ديارهم يحرم عليهم في ديار غيرهم . أما بخصوص زكاة الأسهم في الشركات فإن ذلك على التفصيل التالي :
أولا : إذا كان ساهم في الشركة بقصد الاستفادة من ريع الأسهم السنوي، وليس بقصد التجارة فإنه يزكيها زكاة المستغلات ـ وهي العقارات والأراضي المأجورة غير الزراعية ونحوها ـ أي أنه لا زكاة عليه في أصل السهم، وإنما تجب الزكاة في الريع، وهي ربع العشر بعد دوران الحول من يوم قبض الريع ، مع اعتبار توافر شروط الزكاة وانتفاء الموانع، وهذا إذا كانت أسهم الشركة أصولاً ثابتة كالعقارات والبواخر والمصانع أما إذا كانت عروضاً تجارية فإن الزكاة في رأس المال وفي الربح .
ثانيا : وإن كان المساهم قد اقتنى الأسهم بقصد التجارة ، فإنه يزكيها زكاة عروض تجارية، سواء كانت أصولاً أم كانت عروضاً، فإذا جاء حول زكاته وهي في ملكه، زكى قيمتها السوقية، سواء أكانت مثل ما اشتراها به، أم كانت أقل منه، أو أكثر، وإذا لم يكن لها سوق، زكى قيمتها بتقويم أهل الخبرة، فيخرج ربع العشر ( 2.5% ) من تلك القيمة، ومن الربح إذا كان للأسهم ربح.
وإذا تولت الشركة المساهمة إخراج الزكاة فإنها تقوم مقام ملاك الأسهم في ذلك .
ثالثا : إذا باع المساهم أسهمه في أثناء الحول ضم ثمنها إلى ماله وزكاه معه عندما يجئ حول زكاته، أما المشتري فيزكي الأسهم التي اشتراها على النحو السابق . هذا هو ماقرره مجمع الفقه بمنظمة المؤتمر الإسلامي وهيئة كبار العلماء في السعودية وغيرهم .
والله أعلم."
44,187,الوساوس التي يجدها المؤمن في صدره وعلاجها,"تأتي لي بعض الوساوس عن الله والرسول والقرآن ولكني لاأستطيع التحدث بها وأخشى أن أكون قد كفرت ""والعياذ بالله""بسببها فمالعمل؟ الجواب بالعربيه رجاء","الحمد لله والصلاة والسلام على رسول الله أما بعد:      

فمن ابتلي بشيء من هذه الوساوس فالواجب عليه أن يعرض عنه، ولا يسترسل في تدبره وما غلبه من ذلك مع كراهته له وإعراضه عنه ما استطاع ـ فهو معفو عنه لأن الله يقول:( فاتقو الله ما استطعتم)[التغابن:16]. وفي صحيح مسلم عن أبي هريرة رضي الله عنه قال: جاء ناس من أصحاب النبي صلى الله عليه وسلم فسألوه: إنا نجد في أنفسنا ما يتعاظم أحدنا أن يتكلم به، قال: أوقد وجدتموه؟ قالوا نعم ، قال: ذاك صريح الإيمان. وقد نص العلماء على أن مراده بـ""ذاك صريح الإيمان""هو أن كراهة ذلك وبغضه صريح الإيمان، وليس ا لمراد وجوده. فالواجب عليك أخي الكريم أن تعرض عن ذلك ما استطعت ، وما غلبك من ذلك فأنت غير محاسب عليه.
والله أعلم."
45,199,لا يحق للمرأة أن تزوج نفسها,هل يجوز لفتاة أن تزوج نفسها لشخص لم يتزوج أمام القضاء رغم ممانعة أبيها من الزواج وهى بكر ولم تكمل 21 سنة؟,"الحمد لله والصلاة والسلام على رسول الله وبعد:     
فقد ثبت عن النبي صلى الله عليه وسلم أنه قال: لا نكاح إلا بولي وشاهدي عدل  رواه الترمذي وأبو داود وابن ماجه وابن حبان والبيهقي، ولا شك أن أب الفتاة يتصدر قائمة أوليائها فإذا كان قد رفض زواجها فلا يخلو ذلك من إحدى حالتين :
الأولى: أن يمنعها من الزواج بشخص بعينه، فلا يحق لها أن تتزوج من هذا الشخص، لأنها قد تجهل الأسباب التي جعلت أباها يرفض أن يزوجها منه ، ورأي أبيها مقدم شرعا على رأيها.
الثانية: أن يمنعها من الزواج مطلقا بحيث يتكرر منه الرد لكل خاطب، وإن كان كفؤاً لها، أو أن يطلب في الخاطب صفات غير معتبرة شرعاً، كأن يرفضه لأنه ليس غنياً أو ذا منصب رفيع.. أو نحو ذلك، مع كونه ذا دين وخلق.
فلها في هذه الحالة أن ترفع أمرها إلى قضاة المحاكم الشرعية ليرفعوا عنها الظلم ويزوجوها بمن ترغب فيه ممن يراه القاضي مناسبا لها، أو يجبروا أباها على أن يزوجها.
ثم إن محل هذا التفصيل حيث كان الأب عاقلا رشيدا،فإن ثبت سفهه أو بدا خرفه ، فلا ولاية له عليها، ومرد أمرها إلى الأدنى من أوليائها، فإن عدموا فإلى المحاكم الشرعية، فإن عدمت فإلى جماعة المسلمين. و الله أعلم ."
46,203,للزوجة طلب الطلاق إن أصر الزوج على الوطء في الدبر,هل يجوز للزوجة أن تطلب الطلاق من زوجها بحجة مجامعتها من الدبر، علما بأن ذلك لم يعد عليها بضرر جسدي، لأنه حصل مرة واحدة وكان ذلك طوع إرادتها؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه، وبعد:
فالجماع في الدبر محرم، بل كبيرة من الكبائر، لقول النبي صلى الله عليه وسلم: ملعون من أتى امرأة في دبرها. رواه أبو داود والنسائي، وصححه السيوطي والألباني.
وروى الترمذي والنسائي: لا ينظر الله إلى رجل أتى رجلاً أو امرأة في دبرها. وحسنه الترمذي، وصححه الألباني.
وللزوجة إذا أصر زوجها على هذا الحرام طلب الطلاق، ومن تاب تاب الله عليه، فإذا أقلع الزوج عن هذا، وتاب إلى الله، فليس للزوجة طلب الطلاق.
والله أعلم."
47,209,المسجد النبوي كغيره من المساجد فيما يخص تحية المســــجد,عند دخول المسجد النبوي الشريف هل الأولى صلاة ركعتين تحية المسجد أم زيارة الرسول صلى الله عليه وسلم والسلام عليه، أرجو ذكر الأقوال في هذه المسألة مع توضيح الراجح فيها وجزاكم الله خيراً؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:
فإن المسجد النبوي كغيره من المساجد فيما يخص تحية المسجد، والسنة في ذلك هو البدء بصلاة ركعتي تحية المسجد، ثم السلام على رسول الله صلى الله عليه وسلم لمن شاء كما ذكره النووي في المجموع. وقد كان قبره صلى الله عليه وسلم خارج المسجد، فإنه دفن في حجرة عائشة رضي الله عنها، وكانت خارج المسجد، وليس وجود القبر في المسجد مقصوداً لذاته كما هو معلوم، ولمزيد بحث في هذه المسألة انظر فتاوى شيخ الإسلام لابن تيمية رحمه الله المجلد السابع والعشرين. والله اعلم."
48,210,الزواج عن طريق الإنترنت,هل يجوز الزواج عن طريق الإنترنت؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:

فإنه يحدث هذه الأيام وفي كثير من وسائل الإعلام ما يسمى بهواة التعارف أو أريد زوجا، وقد يحصل تعارف بين شاب وشابة، وكل منهما يعطي الآخر مواصفاته وربما تطور الأمر لأن يعطي كل منهما الآخر صوراً شخصية، وهذا الباب وإن كان يظن كثير من الناس أنه باب تسهيل إلا أن مفاسده كثيرة وذلك من عدة وجوه: منها أن هذه ليست هي الطريق الشرعية لمن أراد تحصين نفسه. وأن هذا قد يحصل به غش كبير، إذ قد تكون المعلومات غير صحيحة. كما أن هذا باب كبير للاحتيال فقد يحصل أن يكون الرجل صادقا في الزواج لكن المرأة تكذب، وبالعكس أيضا قد تكون المرأة صادقة في طلب العفاف لكن الرجل يكون محتالا وهكذا. وأيضا من الذي يزكي هذا الرجل أو هذه المرأة عن طريق مثل هذا الجهاز. فالصحيح والطريق الشرعي لمن أراد الإحصان والبعد عن الحرام أن يسلك الطريق المعروفة عند الناس، وهذا لا يخفى على أحد، ألا وهو: السؤال عن هذه البنت مثلا ثم إذا عزمت الزواج تتصل بأهلها وتطلب إليهم النظر إليها النظر المأذون به شرعاً، ثم بعد ذلك تحدث الموافقة أو عدمها .. هذا هو الطريق إلى الزواج المأمون من الانحراف بإذن الله.
أما أن يتخذ الإنترنت وسيلة للإشباع الجنسي عن طريق المراسلات الغرامية وتبادل الصور، بدعوى البحث عن بنت الحلال، فذلك لا يجوز ألبتة، وهو ذريعة لشر عظيم، وباب يلج منه المفسدون والمفسدات إلى ما لا تحمد عقباه.
والله أعلم."
49,204,الكفارة إطعام أو كسوة عشرة مساكين,ما هي القيمة المادية لكفارة اليمين؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:
كفارة اليمين هي كما قال الله تعالى: ( لا يؤاخذكم الله باللغو في أيمانكم ولكن يؤاخذكم بما عقدتم الأيمان فكفارته إطعام عشرة مساكين من أوسط ما تطعمون أهليكم أو كسوتهم أو تحرير رقبة فمن لم يجد فصيام ثلاثة أيام . ذلك كفارة أيمانكم إذا حلفتم واحفظوا أيمانكم كذلك يبين الله لكم آياته لعلكم تشكرون) [المائدة: 89]. ويكفي في إطعام المسكين إعطاؤه كيلو ونصف من الطعام أرزا أو غيره، ولو أطعمته مرتين غداء و عشاء كفى ذلك، وتفعل هذا للمساكين العشرة، ويكفي في الكسوة ثوب تصح فيه الصلاة.
فإذا لم تجد مساكين تدفع إليهم ذلك، جاز لك أن توكل إحدى الجمعيات الخيرية لتقوم نيابة عنك بالإطعام أو الكسوة.
والله أعلم."
50,192,كفارة الظهار تختلف عن كفارة اليمين,هل يمين الظهار تكفّر كاليمين العادية؟,"الحمد لله، والصلاة والسلام على رسول الله، وعلى آله، وصحبه، وبعد:
فإن خصال كفارة الظهار ليست مثل خصال كفارة اليمين:
فخصال كفارة الظِّهار هي: عتق رقبة مؤمنة قبل التَّماسّ، أو صيام شهرين متتابعين قبل التّماسّ كذلك، أو إطعام ستين مسكينًا.
وهي على الترتيب، بمعنى أنه لا يجوز له أن ينتقل من العتق إلى الصيام، إلا إذا عجز عن العتق، ولا ينتقل إلى الإطعام، إلا إذا عجز عن العتق والصيام، قال الله تعالى: وَالَّذِينَ يُظَاهِرُونَ مِنْ نِسَائِهِمْ ثُمَّ يَعُودُونَ لِمَا قَالُوا فَتَحْرِيرُ رَقَبَةٍ مِنْ قَبْلِ أَنْ يَتَمَاسَّا ذَلِكُمْ تُوعَظُونَ بِهِ وَاللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ * فَمَنْ لَمْ يَجِدْ فَصِيَامُ شَهْرَيْنِ مُتَتَابِعَيْنِ مِنْ قَبْلِ أَنْ يَتَمَاسَّا فَمَنْ لَمْ يَسْتَطِعْ فَإِطْعَامُ سِتِّينَ مِسْكِينًا ذَلِكَ لِتُؤْمِنُوا بِاللَّهِ وَرَسُولِهِ وَتِلْكَ حُدُودُ اللَّهِ وَلِلْكَافِرِينَ عَذَابٌ أَلِيمٌ (المجادلة:3-4).
وأما كفارة اليمين؛ فإن الإنسان يخير فيها بين ثلاثة أمور: إطعام عشرة مساكين من أوسط ما يطعم أهله، أو كسوة عشرة مساكين، أو تحرير رقبة مؤمنة، فمن لم يجد شيئًا من ذلك، صام ثلاثة أيام متتابعة، قال الله تعالى: لا يُؤَاخِذُكُمُ اللَّهُ بِاللَّغْوِ فِي أَيْمَانِكُمْ وَلَكِنْ يُؤَاخِذُكُمْ بِمَا عَقَّدْتُمُ الأَيْمَانَ فَكَفَّارَتُهُ إِطْعَامُ عَشَرَةِ مَسَاكِينَ مِنْ أَوْسَطِ مَا تُطْعِمُونَ أَهْلِيكُمْ أَوْ كِسْوَتُهُمْ أَوْ تَحْرِيرُ رَقَبَةٍ فَمَنْ لَمْ يَجِدْ فَصِيَامُ ثَلاثَةِ أَيَّامٍ ذَلِكَ كَفَّارَةُ أَيْمَانِكُمْ إِذَا حَلَفْتُمْ وَاحْفَظُوا أَيْمَانَكُمْ كَذَلِكَ يُبَيِّنُ اللَّهُ لَكُمْ آيَاتِهِ لَعَلَّكُمْ تَشْكُرُونَ (المائدة:89).
والله أعلم."
51,223,النكاح يصح بشروط والحيل تزيد المعصية قبحا,إنسان تعرض لضغط كبير لممارسة الجنس مع إنسانة وقبل أن تتم العملية أشهد الله أنها زوجته هل يكون هذا الزواج شرعياً أم أن العملية تعتبر زنى ؟,الحمد لله والصلاة والسلام على رسول الله وبعد: هذه العملية زنى صريح ، والنكاح لا يكون صحيحاً إلا إذا كان بولي وشاهدي عدل وصداق . فتب إلى الله تعالى ، واحذر عقوبته ومقته ، واعلم أن هذه الحيل تزيد المعصية قبحاً وشناعة ، فلو كان ما ذكرته عذراً لأمكن كل فاجر أن يحول فجوره وزناه إلى نكاح . وقانا الله وإياك شر الفتنة ورزقنا وإياك التوبة النصوح .
52,233,حدّ السفر الذي يرخص فيه بالفطر,"إذا كنت أسافر مسافة 75 كم
في رمضان فهل يجوز أن أفطر , أعوض هذا اليوم لاحقا؟؟","الحمد لله والصلاة والسلام على نبيه محمد وآله وصحبه ومن والاه: وبعد…
قرر أهل العلم أن المسافة التي يباح فيها للمسافر الأخذ برخص السفر من قصر وفطر وغير ذلك هي ما يعادل 83 كيلو مترا وحيث أن المسافة المذكورة في السؤال أقل من ذلك فإنه لا يجوز لك الفطر عند جهور العلماء. وذهب جماعة من أهل العلم إلى أن السفر لا يتحدد بالمسافة وإنما مرد ذلك إلى العرف. فإذا كان في عرف الناس أن من ذهب إلى المحل الذي تريد يعد مسافرا، جاز لك الفطر على هذا القول. والله أعلم."
53,248,مندوب المشتريات وكيل مؤتمن,أخي مندوب مشتريات يطلب العميل منه أشياء بسعر معين معروف في السوق يجتهد أخي بأن يحضر سعر أقل من سعر المطلوب منه ، ومن ثم يكتب في الفاتورة سعر ما طلب منه مثلاً طلب منه شراء كتاب بعشرين يحضره أخي ب خمسة عشر ريال يكتب في الفاتورة عشرين ريال هل يجوز له أخذ الخمس ريالات بدون ابلاغ الشركة.,الحمد لله والصلاة والسلام على رسول الله وعلى وآله وصحبه:- فمندوب الشركة يعتبر وكيلاً عن صاحب العمل. وقد نص العلماء على أن الزيادة التي يكسبها الوكيل ترجع إلى موكله، كما أن النقص يعود على موكله أيضاً. وعليه فلا يجوز لأخيك أخذ هذه الزيادة (خمس ريالات مثلا)، إلا إذا اتفق مع صاحب العمل أنه مكلف بشراء هذه السلعة بثمن معين، وأن له أن يسعى لأخذها بأقل من ذلك وأن يكون الفرق له. فإن وافق صاحب العمل على ذلك جاز. والله أعلم.
54,254,حكم استعمال العطور التي فيها كحول,نرجو معرفة حكم الإسلام في العطور - الطيب - الذي يحوي كحول ؟.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:

فاختلف أهل العلم في حكم العطور التي تحتوي على كحول: هل يجوز استعمالها أم لا يجوز؟
ومنشأ الخلاف أمران:
1- هل الكحول الموجود في العطور مسكر أم لا؟ وبعبارة أخرى: هل هذه العطور قد خلطت بما لو شرب لأسكر طرباً أم لا؟
2- هل الخمر نجسة أم لا؟
والراجح في ذلك أن الكحول الموجود في العطور مسكر، وأنه من جنس ما هو موجود في الخمر، وأن الخمر نجسة، وكذلك كل مسكر مائع، وهو قول الجمهور، لقول الله تعالى: (يا أيها الذين آمنوا إنما الخمر والميسر والأنصاب والأزلام رجس من عمل الشيطان فاجتنبوه لعلكم تفلحون) [المائدة:90]
وعلى هذا فالراجح في العطور التي فيها كحول عدم جواز الاستعمال ولو أضيف إليها ما يمنع شربها، لأن عدم جواز الاستعمال يرجع إلى نجاستها، وهي باقية .
وهذا ما لم تستحل استحالة كاملة أثناء التصنيع، فإن استحالت إلى ما لا يسكر فالراجح عد م النجاسة، هذا من حيث الكحول. وأما من حيث نقضها للوضوء فإن ملامستها لا تنقضه، بل لا تنقضه ملامسة النجاسة المحققة أصلاً في الراجح من أقوال أهل العلم، ولكن لا تجوز صلاة من استعمل ما فيه الكحول، إذ لا تجوز صلاة من كان على بدنه أو ثوبه أو مكان صلاته نجاسة، فطهارة البدن والمكان والثوب شرط لصحة الصلاة.
والله أعلم."
55,253,الطهارة مع ارتداء الشراب الضاغط,أصبت فى حادث سيارة وظللت فى غيبوبة لمدة ثلاثة أشهر ثم قضيت شهراً آخر فى العلاج الطبيعي و الآن أنا أرتدي حذاءً طبياً طوال النهار فلا أستطيع أن أغسل قدمى للوضوء ولكن أقوم بصب الماء على الحذاء( أرتدى شراباً ضاغطاً تحت الحذاء ولا أتمكن من خلعه عند كل صلاة ولكن أخلعه مرة أو مرتين كل أسبوع عند الاستحمام وأرتديه وأنا على وضوء) فهل يصح وضوئي وصلاتي على الوجه الذي شرحته؟ أخبرونى ماذا أفعل جزاكم الله خيرًا عنا.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:

       فنسأل الله لك تمام المعافاة في الدين والدنيا، وإذا كان الشراب المذكور موضوعاً لغرض طبي اقتضى وضعه ، وخشي أن يترتب ضرر على نزعه ، أو كان في نزعه مشقة فلا يبعد أن يأخذ حكم الجبيرة، فلك المسح عليه في الطهارة : وضوءاً أو غسلاً، ما دمت محتاجاً إليه حاجة المريض إلى الجبيرة، أما إذا كان موضوعًا لغير ما ذكر فهو كغيره من الجوارب يمسح عليه في الوضوء فقط إذا كان صفيقاً ساتراً، ومدة المسح عليه بالنسبة للمقيم يوم وليلة ، وللمسافر ثلاثة أيام ولياليهن.
                                    والله أعلم."
